qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,enginetypesim,modesim,filepathsim,filenamesim
SCI-P7-T1-00786,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,What is 'Osteoarthritis' primarily caused by?,A virus,Lack of Vitamin C,Daily wear and tear of the joint,Drinking bad water,Option_C,It happens over time as we age.,Osteoarthritis is a degenerative joint disease from long-term use and injury.,,"[""P7"",""Science"",""Arthritis""]",,,,
SCI-P7-T1-00787,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,Bone cancer is characterized by what?,Lack of calcium,Uncontrolled growth of bone cells,A virus,Too much exercise,Option_B,This is how all cancers work.,Cancer of the bones involves the uncontrolled multiplication of bone cells.,,"[""P7"",""Science"",""Cancer""]",,,,
SCI-P7-T1-00788,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Why is it important to use latrines to prevent Polio?,To stop the smell,To prevent infected faeces from contaminating water,To keep the soil dry,To hide from germs,Option_B,Proper waste disposal stops the virus.,Polio is spread through the faecal-oral route; latrines keep germs away from water.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00789,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Scurvy is caused by a lack of which vitamin?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,Option_C,Found in citrus fruits like oranges.,"A lack of Vitamin C (ascorbic acid) causes scurvy, affecting connective tissues.",,"[""P7"",""Science"",""Scurvy""]",,,,
SCI-P7-T1-00790,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,"In newborn babies, Tetanus germs can enter through which part?",The mouth,The umbilical cord if cut with dirty tools,The eyes,The ears,Option_B,Think about the birth process.,Dirty instruments used on the umbilical cord can introduce Tetanus bacteria.,,"[""P7"",""Science"",""Tetanus""]",,,,
SCI-P7-T1-00791,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Which disease is also known as Poliomyelitis?,Rickets,Polio,Leprosy,TB,Option_B,It is the full scientific name.,Polio is the short name for Poliomyelitis.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00792,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,How can we prevent Leprosy from spreading in a home?,By boiling milk,By not sharing towels or beddings with an infected person,By eating Vitamin D,By exercising,Option_B,It spreads through direct contact.,Avoiding direct skin contact and sharing personal items prevents transmission.,,"[""P7"",""Science"",""Leprosy""]",,,,
SCI-P7-T1-00793,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,Who first discovered the bacterium that causes Tuberculosis in 1882?,Louis Pasteur,Robert Koch,Alexander Fleming,Edward Jenner,Option_B,Check the P.7 Science notes page 15.,Robert Koch is the scientist who identified the TB bacterium.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00794,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,What happens to bones in a person with Rickets?,They become very hard,They become soft and weak,They disappear,They turn into muscle,Option_B,This is why they curve.,Low calcium/Vitamin D makes bones too soft to support weight properly.,,"[""P7"",""Science"",""Rickets""]",,,,
SCI-P7-T1-00795,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,DPT vaccine is given on which part of a child's body?,Right upper arm,Left upper thigh,In the mouth,On the back,Option_B,Check the Tetanus section of the notes.,Early immunization with DPT is given on the left upper thigh.,,"[""P7"",""Science"",""Vaccines""]",,,,
SCI-P7-T1-00796,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Which disease causes a baby to stop suckling its mother's breasts?,Polio,Rickets,Tetanus,Leprosy,Option_C,Stiff jaw muscles are the cause.,Tetanus causes muscle spasms that prevent the baby from suckling.,,"[""P7"",""Science"",""Tetanus""]",,,,
SCI-P7-T1-00797,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,What is a 'non-paralytic' type of Polio?,A type that causes no pain,A type that does not lead to permanent paralysis,A type caused by bacteria,A type that affects only the brain,Option_B,Check the Polio section on page 23.,Non-paralytic polio has mild symptoms like fever and headache but no paralysis.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00798,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Which of these is a sign of TB of the bones?,Persistent cough,Long-lasting painful backache,Bleeding gums,Shortening of toes,Option_B,Think about where the spine is.,Spinal TB causes chronic back pain and difficulty walking.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00799,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Can Leprosy be treated?,No,"Yes, with antibiotics",Only by exercising,Only with Vitamin D,Option_B,Modern medicine can cure it.,Early cases of leprosy are treated and cured with specific antibiotics.,,"[""P7"",""Science"",""Leprosy""]",,,,
SCI-P7-T1-00800,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,"Which disease is autoimmune in nature, where the body destroys its own joint cells?",Osteoarthritis,Rheumatoid arthritis,Osteoporosis,Rickets,Option_B,Check the Arthritis section in the Tekule notes.,Rheumatoid arthritis is an autoimmune condition.,,"[""P7"",""Science"",""Arthritis""]",,,,
SCI-P7-T1-00801,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,What causes lameness in Polio victims?,Broken bones,Muscle paralysis,Lack of calcium,Old age,Option_B,The muscles lose their power to move.,"Polio virus destroys nerves, causing muscles to become paralyzed.",,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00802,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Which of these is a symptom of Rickets?,Fever,Knock-knees,Coughing,Numbness,Option_B,Think of leg deformities.,Knock-knees and bowlegs are the primary signs of Rickets.,,"[""P7"",""Science"",""Rickets""]",,,,
SCI-P7-T1-00803,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,Why should milk be pasteurized to prevent TB?,To make it taste better,To kill the mycobacterium germs,To add more calcium,To make it cold,Option_B,Heat destroys the bacteria.,Pasteurization kills the TB bacteria that might be present in raw cow's milk.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00804,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Spasms when touched is a sign of?,Rickets,Polio,Tetanus,Leprosy,Option_C,Involuntary muscle contractions.,"Tetanus makes the nervous system hypersensitive, causing spasms.",,"[""P7"",""Science"",""Tetanus""]",,,,
SCI-P7-T1-00805,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,What is the effect of Leprosy on the skin?,It turns very hard,Loss of feeling and discoloration,It grows hair,It becomes transparent,Option_B,Nerve damage is involved.,Leprosy causes skin patches that lose sensation and change color.,,"[""P7"",""Science"",""Leprosy""]",,,,
SCI-P7-T1-00806,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Which disease causes 'fragile' bones that break easily in adults?,Polio,Osteomalacia,Tetanus,Scurvy,Option_B,Think of the adult version of Rickets.,Osteomalacia makes bones fragile due to low mineral content.,,"[""P7"",""Science"",""Osteomalacia""]",,,,
SCI-P7-T1-00807,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Is Polio a communicable or non-communicable disease?,Communicable,Non-communicable,Both,Neither,Option_A,It can be passed from person to person.,Polio is an infectious/communicable disease caused by a virus.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00808,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,The deformity of 'Kyphosis' (hunchback) can be a result of?,Polio,TB of the spine,Tetanus,Broken ribs,Option_B,A lump grows on the spine.,Spinal TB can lead to a hunchback shape as vertebrae are damaged.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00809,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,What is the main way to prevent Tetanus in the community?,By drinking water,By covering open wounds and getting vaccinated,By eating carrots,By sleeping in a net,Option_B,Stop the germ from entering the body.,Vaccination and proper wound care are the best defenses.,,"[""P7"",""Science"",""Tetanus""]",,,,
SCI-P7-T1-00810,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,Which condition is common in women after menopause?,Rickets,Polio,Osteoporosis,Tetanus,Option_C,Check the notes on page 24.,Hormone changes after menopause increase the risk of Osteoporosis.,,"[""P7"",""Science"",""Osteoporosis""]",,,,
SCI-P7-T1-00811,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Can Vitamin D be obtained from sunlight?,Yes,No,Only at night,Only in the rain,Option_A,It's the sunshine vitamin.,The body manufactures Vitamin D when skin is exposed to sunlight.,,"[""P7"",""Science"",""Rickets""]",,,,
SCI-P7-T1-00812,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Which disease makes it difficult to walk because of pain in the backbone?,Arthritis,Spinal TB,Polio,Scurvy,Option_B,It targets the axial skeleton.,Tuberculosis of the spine causes severe pain during movement.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00813,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,The process of isolating an infected person to prevent the spread of disease is used for?,Rickets,Leprosy and TB,Fractures,Indigestion,Option_B,These are highly infectious diseases.,Isolating patients with Leprosy or TB helps stop the cycle of infection.,,"[""P7"",""Science"",""Prevention""]",,,,
SCI-P7-T1-00814,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Which of these is NOT a disease of the musculo-skeletal system?,Rickets,Malaria,Polio,Arthritis,Option_B,Malaria is a blood disease caused by parasites.,Malaria does not primarily target bones or muscles.,,"[""P7"",""Science"",""Comparison""]",,,,
SCI-P7-T1-00815,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Why should we wash hands with soap before eating to prevent Polio?,To make them smell nice,To kill any polio virus picked up from the environment,To make the food soft,To grow tall,Option_B,Hands carry germs to the mouth.,Hygiene is key to preventing the faecal-oral transmission of Polio.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00816,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,Which disease can be spread through 'droplet infection' in the air?,Rickets,TB of the spine/lungs,Tetanus,Bone cancer,Option_B,Think of coughing and sneezing.,TB bacteria are expelled into the air by an infected person.,,"[""P7"",""Science"",""Tuberculosis""]",,,,
SCI-P7-T1-00817,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Which part of the body does Arthritis mainly affect?,The marrow,The joints,The skin,The hair,Option_B,It causes stiffness and swelling there.,Arthritis is a condition specifically targeting the joints.,,"[""P7"",""Science"",""Arthritis""]",,,,
SCI-P7-T1-00818,T1,Musculo-Skeletal System,bone_diseases,H,MCQ,null,null,What is the consequence of untreated Polio in a child?,Permanent lameness and muscle wasting,The child grows faster,The child becomes a doctor,Bones turn into cartilage,Option_A,Paralysis leads to permanent disability.,Muscle atrophy (wasting) and lameness are permanent effects of paralytic polio.,,"[""P7"",""Science"",""Polio""]",,,,
SCI-P7-T1-00819,T1,Musculo-Skeletal System,bone_diseases,M,MCQ,null,null,Vegetables like broccoli and fish like salmon help prevent which condition?,Polio,Calcium deficiency (weak bones),Tetanus,Leprosy,Option_B,These are sources of calcium.,Eating calcium-rich foods keeps the skeletal system strong.,,"[""P7"",""Science"",""Minerals""]",,,,
SCI-P7-T1-00820,T1,Musculo-Skeletal System,bone_diseases,E,MCQ,null,null,Health habits like regular physical exercise help to prevent ______?,Bone diseases and skeletal disorders,Cough,Rain,Fever,Option_A,Exercise strengthens the whole system.,Regular activity and good diet are the best ways to keep bones and muscles healthy.,,"[""P7"",""Science"",""Health Habits""]",,,,
SCI-P7-T1-sm-00821,T1,Musculo-Skeletal System,muscular_system_types,E,SIM,null,null,Interactive Study: General Musculo Skeletal,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""general_musculo_skeletal""]",2D_HOTSPOT,labeling,/content/science/musklo-skeletal-system/quest_10_muscular_system_types/labeling_muscle_types_v1.json,labeling_muscle_types_v1.json
SCI-P7-T1-sm-00822,T1,Musculo-Skeletal System,muscular_system_types,E,SIM,null,null,Interactive Study: General Musculo Skeletal,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""general_musculo_skeletal""]",2D_HOTSPOT,study,/content/science/musklo-skeletal-system/quest_10_muscular_system_types/muscle_types_study.json,muscle_types_study.json
SCI-P7-T1-sm-00823,T1,Musculo-Skeletal System,muscular_system_types,M,SIM,null,null,Interactive Study: General Musculo Skeletal,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""general_musculo_skeletal""]",READER_STUDY,study,/content/science/musklo-skeletal-system/quest_10_muscular_system_types/recap_quest_10.json,recap_quest_10.json
SCI-P7-T1-sm-00824,T1,Musculo-Skeletal System,muscle_action_antagonistic_pairs,E,SIM,null,null,Interactive Study: Limbs,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""limbs""]",3D_SKELETON,labeling,/content/science/musklo-skeletal-system/quest_11_muscle_action_antagonistic_pairs/labeling_arm_muscles.json,labeling_arm_muscles.json
SCI-P7-T1-sm-00825,T1,Musculo-Skeletal System,muscle_action_antagonistic_pairs,E,SIM,null,null,Interactive Study: General Musculo Skeletal,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""general_musculo_skeletal""]",2D_HOTSPOT,labeling,/content/science/musklo-skeletal-system/quest_11_muscle_action_antagonistic_pairs/labeling_bone_muscle_connection_v1.json,labeling_bone_muscle_connection_v1.json
SCI-P7-T1-sm-00826,T1,Musculo-Skeletal System,muscle_action_antagonistic_pairs,E,SIM,null,null,Interactive Study: Skeleton Types,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""skeleton_types""]",2D_HOTSPOT,labeling,/content/science/musklo-skeletal-system/quest_11_muscle_action_antagonistic_pairs/labeling_flexor_extensor_v1.json,labeling_flexor_extensor_v1.json
SCI-P7-T1-sm-00827,T1,Musculo-Skeletal System,muscle_action_antagonistic_pairs,E,SIM,null,null,Interactive Study: General Musculo Skeletal,null,null,null,null,null,Interact with the diagram/model to learn more,"{""type"": ""interactive_science_simulation""}",null,"[""P7"", ""Science"", ""Uganda PLE"", ""Musculo-Skeletal"", ""general_musculo_skeletal""]",2D_HOTSPOT,labeling,/content/science/musklo-skeletal-system/quest_11_muscle_action_antagonistic_pairs/labeling_muscle_states_v1.json,labeling_muscle_states_v1.json
